GeneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Klf16	80.3034123759724	-0.37026583352284	0.382567826035278	-0.967843630135003	0.333122470200253	0.716737412449845
Acd	1075.66215708714	0.167757320261501	0.173528088866973	0.966744469767681	0.333671790458327	0.71717305755748
BC023829	81.5582007849317	-0.382199555138263	0.395162564016195	-0.967195756738228	0.33344618302182	0.71717305755748
Gm8909	19.9261410453805	-0.391161261922874	0.40450848695996	-0.96700384425208	0.333542111903587	0.71717305755748
Kif23	176.046721067512	0.26781591374413	0.277071388050047	0.966595344358526	0.333746362891978	0.71717305755748
Ndufa7	1099.29867032202	-0.162115890757791	0.167702693205054	-0.966686268774273	0.33370089347307	0.71717305755748
Ttc37	37.9232838513301	0.378900974704512	0.39181931365042	0.967029856630717	0.33352910837983	0.71717305755748
Tbc1d5	220.9550608041	-0.307864214877462	0.318638687763126	-0.966185923745474	0.333951155180648	0.717225688899081
Tnrc6b	413.739015396039	-0.261076640659331	0.270229248129407	-0.966130211539155	0.333979028702716	0.717225688899081
rp9	817.664146825781	0.190113127032012	0.196772097125213	0.96615897177249	0.333964639406565	0.717225688899081
Tspyl1	533.370776608111	0.232414063542326	0.240735126789507	0.96543477739143	0.334327089460621	0.717824012601782
Myo10	54.2835908172066	-0.388931941677734	0.402919864693446	-0.965283610361694	0.334402778612295	0.717837408045001
1110067D22Rik	36.3834705695055	0.388832391895669	0.403023859253444	0.964787525522525	0.33465124529968	0.718072508079198
Gm13777	12.302706971199	-0.390283680661871	0.404497120005316	-0.964861457250281	0.334614208664336	0.718072508079198
Tbc1d10b	294.003301912911	-0.252370434414502	0.26167831793528	-0.964430054449219	0.334830360295293	0.718307721878818
Spopl	69.8664561955418	0.389286006522878	0.403744206694869	0.964189702459514	0.33495082614996	0.71841704484042
Cc2d1a	145.362378931151	0.338691621950848	0.351498632347926	0.963564551271421	0.335264286416262	0.718694501760572
Cltc	857.012231091134	0.1946879236876	0.202205350220122	0.962822810947686	0.335636451238224	0.718694501760572
Gatc	68.1442539369787	-0.371011456790667	0.385206389740818	-0.963149798839782	0.335472353785002	0.718694501760572
LOC100503000	88.1211237869262	0.354969926938503	0.368663393494363	0.962856451718554	0.335619566378947	0.718694501760572
Med13	533.239201201743	0.230079566880673	0.238793651713961	0.963507887371619	0.335292707889078	0.718694501760572
Relb	626.328957186204	-0.192044644167151	0.199324829232449	-0.963475774225757	0.33530881588626	0.718694501760572
Slc37a4	267.128915614658	0.298237446376556	0.309662635183086	0.96310439972916	0.33549513404241	0.718694501760572
Zdhhc13	177.105518816731	-0.283177579641059	0.294050776114297	-0.963022724792905	0.335536119204947	0.718694501760572
Kdm6b	112.910446479194	-0.342409288920942	0.355774180958407	-0.96243433966607	0.335831471021434	0.718963149228986
Atxn7l2	42.0270631505471	-0.387683935259766	0.402979636197286	-0.962043489140402	0.336027758827854	0.719011610477688
Pank1	72.7622440454993	0.371832103887296	0.386530412858335	0.961973732254736	0.336062798976172	0.719011610477688
Tmem48	167.049051734182	0.343978388320408	0.357483368856216	0.962222073214151	0.335938063525714	0.719011610477688
Ankrd16	313.396162431928	-0.285619670675483	0.297001636642532	-0.961677093447305	0.336211832287481	0.719181601515605
Arid1b	425.319204298829	0.262971198249488	0.273585273908411	0.961203775673699	0.336449718338257	0.719392695230497
Saps2	21.8490650719131	0.364160633832574	0.378807595031375	0.961334035032776	0.336384240140676	0.719392695230497
Prdxdd1	451.604534630289	0.218880741392014	0.227954978601516	0.960192853583758	0.336958162892608	0.720330831780352
Glce	34.9314540243242	-0.385943513632106	0.402158942423774	-0.959679054520238	0.337216768045066	0.720501995598787
Lsm12	237.481875987775	0.281646005055108	0.293451495785175	0.959770214500084	0.337170876130717	0.720501995598787
Rif1	149.34369796321	0.343284783684235	0.35773055071367	0.959618302097441	0.337247354364061	0.720501995598787
Fchsd1	22.6588541608823	-0.356918119319319	0.372187356987405	-0.958974324674327	0.337571679852591	0.721045853059802
Cybb	1674.99768137412	-0.149232204906294	0.155694829487523	-0.958491719972325	0.337814864747576	0.721416207031188
Lyn	2334.00845473935	-0.143412999797804	0.149661890523733	-0.958246613723361	0.337938417066695	0.72153098095463
Ppapdc1b	97.4742184639455	0.345250662172382	0.360457175269017	0.95781326010424	0.338156931492368	0.721848418815597
Zfp407	127.683533394455	0.356998391012135	0.372825009907996	0.957549470997755	0.338289989049232	0.721983342311143
Hcfc1	1065.31437593935	0.160215431498147	0.167396099641261	0.957103730860498	0.338514900701063	0.722314205955034
Pex12	54.0899269361053	-0.387289951545346	0.404763707097453	-0.956829737336358	0.338653200039287	0.722460160083813
Creb3	189.96933913047	-0.32094720302384	0.335617310604779	-0.956289180809822	0.338926154469921	0.722788692979122
Fam98c	22.5906464928667	0.385276856879848	0.40290483187459	0.95624779451583	0.338947058327187	0.722788692979122
Stra13	211.482621305472	-0.302417531085253	0.316369177669245	-0.955900740120208	0.339122385041447	0.723013401771535
Ift52	269.263129874856	0.227344520104579	0.237895425259044	0.955648978356872	0.339249607743866	0.723078656983621
Prkar1a	1951.13649846753	0.12027032366844	0.125863271199512	0.955563307088955	0.339292906963096	0.723078656983621
Prkacb	707.52107089477	-0.194512387314542	0.203643634771191	-0.955160653722817	0.339496459970199	0.72336330864811
Dag1	38.6713091143989	-0.375178031178316	0.39289413483689	-0.954908709273737	0.339623865054275	0.723485628442082
Braf	128.483898051974	0.344322978075857	0.360765140348622	0.954424193377231	0.339868964706289	0.723795693017732
Ccdc94	116.523750537569	0.333045662487384	0.348978579183502	0.954344141312641	0.339909471159836	0.723795693017732
Phf7	59.5941647735092	-0.378545601656204	0.396718838938001	-0.95419114118592	0.339986898041711	0.723811447612589
Sgol1	53.7886913336842	0.379524522609442	0.397828973676618	0.953989145390765	0.340089136869734	0.72388000796655
Srp54c	36.6663876203045	0.357394631266631	0.374763461340545	0.953653886075807	0.340258869631722	0.724092171404876
Mut	71.1225649914698	0.366885015132243	0.385064975206851	0.952787292417749	0.340697854125037	0.724877114087357
Parn	259.909859080911	0.280065218990811	0.294019963297863	0.952538106084602	0.340824149887867	0.724996586384235
Parp4	314.034756904208	0.269343784388064	0.282858095306329	0.952222293996467	0.340984256833662	0.725038732489762
Pgm2	233.572808225546	0.239458561219878	0.251461961254508	0.952265543564735	0.340962327796465	0.725038732489762
Ran	3598.6790801088	0.146924621119824	0.154371033453733	0.95176289121533	0.341217245787128	0.725384914120888
Arf4	927.372092369356	-0.190455364616869	0.200277234140771	-0.950958632087969	0.341625376097002	0.726103205292744
Abi3	979.29875783844	-0.174200157108208	0.183489328458575	-0.949374868672737	0.34242998748464	0.726325538213439
B3galt6	68.6968600845059	-0.364238448454509	0.383795671652162	-0.949042616573908	0.342598937692414	0.726325538213439
Ccdc92	71.5637006346121	0.382576969948558	0.402862287492634	0.949647017916895	0.342291639278658	0.726325538213439
Copz1	766.04316268432	0.206863283679945	0.217880329777809	0.94943533402442	0.342399246581255	0.726325538213439
Hnrnpc	3121.67808623127	0.116566304327354	0.122668918154144	0.950251343872441	0.3419845554903	0.726325538213439
Pds5b	267.806243847898	0.273417089153298	0.287902198591552	0.949687395549195	0.342271116186041	0.726325538213439
Slc28a2	432.579572117446	-0.177498821749556	0.187019847997955	-0.949090824581875	0.342574420613458	0.726325538213439
Srrm2	1200.79531820788	-0.176834540141425	0.186125690388782	-0.950081312107156	0.342070938058285	0.726325538213439
Tfip11	213.485035186956	-0.278351151511402	0.293285803437424	-0.949078162833039	0.342580859872676	0.726325538213439
Tm2d2	496.263024164916	0.197411622580994	0.208030546264372	0.948954978612214	0.34264351048072	0.726325538213439
Tmem41b	155.014813348352	0.322350546462202	0.339628417561367	0.949127133638507	0.342555955708071	0.726325538213439
Usp30	171.117312168793	-0.354110545932539	0.372566060170379	-0.950463780223568	0.341876649399558	0.726325538213439
Zhx2	26.2965915287988	-0.36766741708897	0.386956772780952	-0.950151135607848	0.342035463390184	0.726325538213439
Mxd4	96.8238923224009	0.332826608190295	0.350849109698364	0.94863175932365	0.342807932304728	0.726525074492858
D930014E17Rik	368.367803209787	0.235203214362534	0.248014909889855	0.948343043033135	0.342954845071032	0.726649669202237
D930028M14Rik	8.57791496220569	-0.294855425698401	0.310950233828564	-0.948239922729766	0.343007327403029	0.726649669202237
Gm5785	102.581604936532	0.370481324182078	0.390891986164172	0.947784393887468	0.343239226918555	0.726888582077379
Nt5dc1	76.4249808143234	-0.365262231485221	0.385402554057784	-0.947742114419034	0.343260755526286	0.726888582077379
Taf10	223.948125549719	-0.277240969922999	0.292702614919243	-0.947176266257444	0.343548967135279	0.727349882079115
B4galt3	311.418336107993	-0.247726723695335	0.261709675489885	-0.946570749559123	0.343857554830472	0.727507760190451
Eepd1	27.3692852648085	0.338284088464028	0.357279405853385	0.94683343882084	0.343723659545537	0.727507760190451
Mdp1	652.891781660454	-0.211751873160933	0.223707607195336	-0.946556426112216	0.343864856588703	0.727507760190451
Nr2c2ap	132.513997188586	-0.30190436833842	0.318976796324079	-0.946477523812379	0.343905080910463	0.727507760190451
Med13l	286.047466718585	0.246494309033078	0.260506875516645	0.946210377535039	0.344041294147081	0.727646985124662
LOC100503255	25.6031886304834	-0.330107085081034	0.349091712524275	-0.945617077798944	0.344343930516587	0.727989131891889
Rps4y2	84.4622561273776	0.381389988717927	0.403280343825326	0.945719260949451	0.344291795788099	0.727989131891889
Dctpp1	248.118372800574	-0.291905593305929	0.309046352662165	-0.944536606859834	0.344895504402857	0.729006121371765
Nudt1	37.964719413842	0.380520774344327	0.403022867412374	0.944166708920208	0.345084464477713	0.729256394365496
AI846148	49.1150767206198	0.381485382327825	0.40414648214783	0.943928499143249	0.34520618740925	0.729364503896567
Ctdsp2	748.221968459063	0.183430903353788	0.194416409095902	0.943494966329233	0.345427788797195	0.729683553036543
Tbl1xr1	835.337216895657	0.172786967932948	0.183168417657875	0.943322927294611	0.345515752109621	0.729720231672464
D330012F22Rik	58.2581346516989	-0.378098908495746	0.400903843353928	-0.94311619797057	0.345621471402358	0.729794387827329
B230120H23Rik	93.7710075744306	0.345708953621857	0.366742574370372	0.942647452958998	0.345861259237757	0.730095718495877
Irf8	2902.62655281651	-0.151340289637213	0.160567078273537	-0.942536236347241	0.345918167965197	0.730095718495877
Nars	830.077479934804	0.223150649359626	0.236783944715148	0.9424230584049	0.345976086415713	0.730095718495877
Man1b1	91.4661503866645	0.346444131429187	0.367731127875677	0.942112606649698	0.346134990825374	0.7301329112594
Paip1	47.7554336177394	-0.379134477054888	0.40237824547263	-0.942234033078901	0.346072833298217	0.7301329112594
Atp1a1	471.278172548696	-0.214518180174735	0.22776727322992	-0.941830567371234	0.346279392634967	0.730288472204655
Tmem168	205.890355669644	-0.275790342430125	0.29298022742272	-0.941327491128633	0.346537058808573	0.730384796053305
Tmem51	106.337514774755	0.341173376211423	0.362434333140034	0.94133845779893	0.346531440585341	0.730384796053305
Zfp595	45.9876050284212	-0.378838979986664	0.402400882641878	-0.9414466924115	0.346475995123577	0.730384796053305
Calu	335.747190743225	0.231335995117138	0.245819596301787	0.941080363801152	0.346663677473384	0.730502705477043
Capn1	182.639813351645	-0.271155456189482	0.288317282255763	-0.940475902339224	0.346973504701611	0.730857579905411
Egf	14.6088365899243	-0.294226247378271	0.312813403310055	-0.940580692083196	0.346919780272701	0.730857579905411
Tmem57	304.172090417174	0.24946954037867	0.265313552647787	0.940281933919331	0.347072963925907	0.730918124518781
Lxn	248.152804907653	0.285610825908739	0.303840619950093	0.940002116753356	0.347216474905383	0.731071396337754
Stam	60.0581717978124	0.379877717895287	0.404367304530946	0.939437273089953	0.347506283615255	0.731532575854843
Xk	113.616646445532	-0.370812698941479	0.394815933485637	-0.939203987204252	0.347626022295391	0.73163562745778
Polr2k	54.9665731316795	0.365500339282467	0.389367062062324	0.938703796223942	0.347882843830267	0.731706070810458
Ppl	77.3507724470407	0.377582673603814	0.402312116350317	0.938531697800099	0.347971235130796	0.731706070810458
Ptp4a3	3282.92682526392	-0.138365624636364	0.147404979538532	-0.938676733103141	0.347896742746745	0.731706070810458
Zbtb4	485.782264750694	0.230225936388663	0.245325863418562	0.938449510298326	0.348013452409463	0.731706070810458
Zbtb40	111.100434530999	-0.31177080977215	0.332095409162847	-0.938798914920468	0.347833996137698	0.731706070810458
Iqgap3	17.691821591435	-0.333157397326432	0.355156038665699	-0.938059222019949	0.348213976353287	0.731829942982426
Tnfrsf4	11.9111634564489	-0.313643093823804	0.334307085680153	-0.93818859144338	0.348147500253972	0.731829942982426
Dnajb2	61.2898983479115	-0.350892438526943	0.374469693919176	-0.937038281668471	0.348738866609968	0.73189135538693
Kif24	25.2789167510817	0.36395835108509	0.388349412045849	0.937193001446133	0.348659289110803	0.73189135538693
Pax5	17.7097947635887	0.325367471880792	0.347087613316457	0.937421732720086	0.348541666188361	0.73189135538693
Pdhb	800.402523141501	0.227077104069406	0.242198827505667	0.937564836328917	0.348468089317395	0.73189135538693
Slc25a28	467.142386468329	-0.233234084615951	0.248724489466223	-0.937720628621992	0.348387999768825	0.73189135538693
Sugt1	1090.03299255532	0.135986609650964	0.145112083037805	0.937114310567343	0.348699760990727	0.73189135538693
Zswim4	72.1147668328656	0.373904550744637	0.398906245823954	0.937324383007152	0.348591724287094	0.73189135538693
C330006K01Rik	230.982117384551	-0.297885645645231	0.318142700165264	-0.936327143418632	0.349104776919667	0.732259525062314
Nrip1	30.5639331972839	0.373672311770025	0.399053841328744	0.936395726766581	0.349069477305182	0.732259525062314
Rap1gap2	123.723441747543	0.373500259206618	0.398917573961404	0.936284294265648	0.349126832382651	0.732259525062314
Hsd3b7	40.2207802274781	-0.376623680053636	0.402452667261105	-0.935821055968523	0.349365328479136	0.732462481776946
Lalba	8.65832264765034	-0.304606653490092	0.325479603689894	-0.935870174465097	0.34934003514683	0.732462481776946
Cdc123	210.368812098021	-0.306194061012866	0.3272451328482	-0.935671856592291	0.34944216510602	0.732474998689075
Acss1	688.117590298008	-0.187890330653416	0.201248855631634	-0.933621858686892	0.350498985764691	0.732762771671884
Bat1a	2679.24927943915	-0.131322978690356	0.140550133579386	-0.934349725225851	0.350123522130358	0.732762771671884
Eml3	374.531711412568	-0.210125398298617	0.225036080803516	-0.933740925225594	0.350437548862836	0.732762771671884
Gm5292	23.4222853772284	-0.377997388308872	0.404575552900183	-0.934306053836457	0.35014604243943	0.732762771671884
LOC100503652	34.8241352475612	0.361717890285906	0.387430957700356	0.93363187194159	0.350493818782666	0.732762771671884
Lyrm2	282.273556001362	0.253069062345826	0.270907709367214	0.93415230942281	0.35022533213179	0.732762771671884
Myo1c	1431.75866304053	-0.166646506362535	0.178283207738626	-0.934729122704862	0.349927914436412	0.732762771671884
Myst1	288.319079004646	0.255854850564603	0.274046670369394	0.933617803930005	0.350501078090731	0.732762771671884
Ndufc2	1052.3578220944	0.147806556185896	0.15811386059542	0.93481087381771	0.349885774723526	0.732762771671884
Srp68	309.70150187503	0.268892107326978	0.287866183459389	0.934087165416956	0.350258931897682	0.732762771671884
Thoc7	767.492713350863	0.163140046090874	0.174651903860252	0.934086846378791	0.350259096455192	0.732762771671884
Tmem69	40.1623092547553	0.372162206363094	0.397977656209108	0.935133419066999	0.349719545845206	0.732762771671884
Trabd	854.738586180231	-0.199170218148954	0.21330270367422	-0.933744461360178	0.350435724364356	0.732762771671884
Asb6	177.398205706814	0.287409028998726	0.30789816064083	0.933454842343133	0.350585175698675	0.732790369266229
Rnf183	25.7685705708169	0.316247384088178	0.338870154395917	0.933240593736952	0.350695759842926	0.732873306457032
Arhgef12	215.215381302422	0.241289278646008	0.258622768631838	0.932977710827518	0.350831476732774	0.732973980769003
Dexi	358.32088535685	0.259875704264419	0.278657812692268	0.932597947832918	0.351027593344288	0.732973980769003
Gm8817	20.0965758351462	0.357691500262995	0.383528816601215	0.932632659607725	0.351009664659076	0.732973980769003
Mrps27	150.92219222059	0.29881565538465	0.320352522256005	0.932771352260046	0.350938035482726	0.732973980769003
Tmem183a	504.79733134423	0.252846748744595	0.271167119034918	0.932438820917795	0.351109790070221	0.732997533865038
Pla2g6	93.185421128251	-0.376464474894333	0.403848134294125	-0.932193175913377	0.351236701508752	0.733114407672548
Acin1	532.86515303396	0.207218570194781	0.222445104113469	0.931549251311365	0.351569520345227	0.733576609905878
Mapre2	879.25802916835	0.165655692381599	0.177839450625381	0.93149012662299	0.351600089538866	0.733576609905878
Gm10778	25.8276646499368	-0.373471971755434	0.401029700369586	-0.931282574361065	0.351707413459045	0.733604729781092
Sgpl1	453.126865122244	0.206199055589063	0.221436176930331	0.931189557404337	0.351755518652776	0.733604729781092
Dclre1c	91.5879885513821	-0.332492296124841	0.357246783119007	-0.930707600001201	0.352004837291726	0.733976598395659
Dalrd3	601.345270638362	-0.217319622907258	0.233564926943917	-0.930446303521592	0.352140053848199	0.734110447070389
Ankzf1	33.7845520433735	-0.376324970424712	0.404609745146309	-0.930093688891825	0.352322578140737	0.73419479186747
Tnip1	625.617283623559	0.213450847317679	0.229468642304335	0.930196148694635	0.352269535591021	0.73419479186747
A630033E08Rik	64.5812360445658	-0.360414799615924	0.387697847439786	-0.929628064731262	0.352563691406941	0.734361312354686
Fbxo42	233.620379221997	0.266444037299109	0.286576439512296	0.929748578608034	0.352501275924179	0.734361312354686
March1	554.000684738833	-0.213224412125471	0.229491610049404	-0.929116371964835	0.352828780684343	0.734361312354686
Ptpn1	2437.13761230294	0.120313337473444	0.129477355308011	0.929223007275926	0.352773526437873	0.734361312354686
Snap47	107.254368266706	-0.348311467329748	0.374727271983147	-0.929506586180398	0.352626613582368	0.734361312354686
Zfyve1	25.5989986819928	0.363219972074166	0.390842503206595	0.929325672346775	0.352720334587375	0.734361312354686
Gm3521	17.03730424182	-0.343339115465292	0.369686916245942	-0.928729420429039	0.353029329809031	0.734628638030892
Npff	20.0672828986532	-0.328706315274115	0.353982691424341	-0.928594316155627	0.353099368589152	0.734628638030892
Glipr1	135.486782836211	-0.346621386023108	0.37333373342803	-0.928449146130879	0.353174635302599	0.734637357715369
Ddx19b	134.803053362712	0.355161158471928	0.38266838612781	0.92811732389439	0.353346714213821	0.734847412095384
Zmat2	591.66970704829	0.181000012579838	0.195084324845738	0.92780397770535	0.353509260333787	0.73503756081473
Ctsz	3184.25870246645	0.149517085953999	0.161311498022689	0.926884244376484	0.353986638443814	0.735220610784922
Gstz1	90.5311325431821	-0.367282987083179	0.396269641132181	-0.926851186565329	0.354003804340218	0.735220610784922
Ing2	346.928577211878	0.21541104008841	0.232285565575868	0.927354394813025	0.353742560833222	0.735220610784922
Kif22	126.764426063962	0.331892579562328	0.357992085972431	0.927094739149869	0.35387734737148	0.735220610784922
Pdp2	54.7332169860925	0.375080639041128	0.404587850317601	0.927068469175954	0.353890985850095	0.735220610784922
Rock2	218.347077376299	-0.297791312281981	0.321307095938029	-0.926812124745035	0.354024088610348	0.735220610784922
BC063263	79.5941579611477	-0.369172794061816	0.398413094171224	-0.926608084580571	0.354130055819344	0.735292940327188
6330409N04Rik	52.5107490759564	-0.369165166470201	0.398590731638038	-0.926175992485049	0.354354526767364	0.735405027943738
Fam108c	81.353672788063	0.372923012169	0.402683494806729	0.926094605263092	0.354396817316385	0.735405027943738
Phf23	700.837335493815	0.17310239823798	0.186943896399407	0.925959079552644	0.354467246460622	0.735405027943738
Prr5	509.316532506633	0.247660883020111	0.267472820892023	0.925929154948007	0.35448279868123	0.735405027943738
Pxmp2	11.4296523548105	-0.289881166921529	0.313173314321267	-0.925625376318482	0.354640700922882	0.735405027943738
Sp100	735.789336430571	-0.193242104576594	0.208784559593455	-0.925557449999533	0.354676014675764	0.735405027943738
Usmg5	535.181669938268	0.279955404964149	0.302476025168441	0.925545767828208	0.354682088264274	0.735405027943738
Ttc13	263.181167105336	-0.306365164229808	0.331081085303029	-0.925347831179788	0.354785005978691	0.735470882831076
Mlf1ip	35.9715627056993	0.374340825478425	0.404710700065641	0.924959052028299	0.35498720766566	0.735485367110042
Ttc7	538.916381530928	0.214518750539175	0.23193123048001	0.92492395308386	0.355005465993808	0.735485367110042
Ube4a	184.293817380007	-0.269832354283713	0.291692266752361	-0.925058306440442	0.354935579132267	0.735485367110042
Necap1	95.5682980051664	-0.326204527487577	0.352773586552033	-0.924685236998215	0.355129660855465	0.735595225371161
Cdk9	1560.46247388842	0.14673884248393	0.158824203741016	0.923907307750192	0.355534577983211	0.73599146766162
G3bp2	1085.25060335731	0.141577758775049	0.153233104695763	0.923937154808323	0.355519037028442	0.73599146766162
Gm12657	32.6277370534738	0.343728720363114	0.372024795356009	0.923940351970848	0.355517372335074	0.73599146766162
Ehhadh	8.11735449143705	0.363293916117723	0.393298987900738	0.923709257572289	0.35563771085744	0.736057544938426
Auh	109.403943590647	0.319060444140637	0.345625003449143	0.923140516330108	0.355933982710767	0.736228466139381
Fam54b	312.716294817338	0.261619779021895	0.283374270248341	0.923230534630469	0.355887079512002	0.736228466139381
Socs1	68.5794897165408	0.358356514614356	0.388116678601698	0.923321605001462	0.355839632108063	0.736228466139381
Ankrd32	62.2854937081713	0.365677550561189	0.396405588352296	0.922483338545171	0.356276517182822	0.736494816320331
Eif4b	3638.12523223099	0.0925366901045331	0.100308611555937	0.922519898034176	0.356257456174506	0.736494816320331
Zbtb22	226.904248912661	-0.281703542695263	0.30534838570435	-0.922564375264189	0.356234267963029	0.736494816320331
2310047B19Rik	37.2008983948191	-0.366977532989848	0.398204252382366	-0.92158115036267	0.356747094388652	0.736837974112077
Akr1a4	4002.82642328234	0.100714123786585	0.10923475115666	0.921997100008449	0.35653008833292	0.736837974112077
Ivns1abp	1138.36708753125	0.185682636821936	0.20149717672599	0.921514831319153	0.356781701541351	0.736837974112077
Nudcd1	60.7156033235497	0.372003908095841	0.403709932852362	0.921463352331943	0.356808566191008	0.736837974112077
Zfp568	66.5537181237719	-0.372354928799091	0.404142708061791	-0.921345161922754	0.356870249458693	0.736837974112077
Zkscan17	314.924007082732	0.272081834641701	0.295255174405279	0.921514195948452	0.356782033105983	0.736837974112077
Nosip	359.613797652589	-0.230851429368475	0.250626017824523	-0.921099219356017	0.356998627778076	0.736955825187576
Med12	426.873302739566	-0.214874711890378	0.233342240257257	-0.920856470965057	0.357125367307392	0.737070246902796
Elmod3	156.262511010394	0.309561095710222	0.336296593113675	0.920500243086268	0.357311406053239	0.737159818955346
Ipo11	160.374398812768	0.304043790617151	0.330280228090749	0.920563099931042	0.357278574855832	0.737159818955346
Chst7	53.4869660053046	0.372098860591024	0.404755756453828	0.919317031710878	0.357929771866541	0.738067382176803
Samhd1	4678.65836622382	-0.119278587218311	0.129756610364688	-0.919248636990993	0.357965536653668	0.738067382176803
Zranb3	62.2888617139462	0.368391643734773	0.400688383470178	0.919396865325374	0.357888028326993	0.738067382176803
Acy1	45.8421877257446	-0.371714757069736	0.404694221876149	-0.918507695381661	0.35835313201955	0.738433308149404
LOC100503933	144.326663940795	-0.297177111717705	0.323546242900152	-0.918499652642902	0.358357340719564	0.738433308149404
Mrpl34	696.438496389964	-0.200941703048866	0.218760621981248	-0.918546040091669	0.358333066971018	0.738433308149404
Atp5g3	5059.14981863016	0.127800451637776	0.139207359417126	0.918058155638378	0.35858842021986	0.73873111091496
Bcap31	1119.68401680139	0.149552151444254	0.16300900650456	0.917447168418085	0.358908365414211	0.73873111091496
Egr2	153.297001512534	0.361896900207315	0.394390281087866	0.917611101391944	0.358822503836434	0.73873111091496
Etohi1	24.932433083404	0.364500120707542	0.397232311792343	0.917599374187082	0.358828645651463	0.73873111091496
Lrrk1	497.364450385301	-0.217757503893665	0.237397879330636	-0.917268109166143	0.359002164292361	0.73873111091496
Ppp1r12a	388.326768118493	0.223142718521272	0.243257591903838	0.917310398310128	0.35898001004418	0.73873111091496
Wwp2	555.263899453478	0.207825165725249	0.226498790468008	0.917555300387369	0.358851728735523	0.73873111091496
Anp32e	1381.48275798789	0.195053217282995	0.212748085126626	0.916827134622156	0.359233231272558	0.738912373817543
Rnf26	305.182299184082	0.266648230529139	0.290808508331294	0.91692032003881	0.359184395105472	0.738912373817543
Apc	110.835567080917	-0.320093774120609	0.349339411203018	-0.91628302978557	0.359518466437058	0.739204867534002
Gm5786	21.3066559335806	-0.36454085811741	0.39782113594058	-0.916343615719449	0.359486698537041	0.739204867534002
Glul	310.687913432272	0.26619808114112	0.290578427334725	0.916097191325491	0.359615920809152	0.739258185656999
Ddx1	294.720206458352	0.262545475352997	0.286696500517093	0.915761004684269	0.359792260478729	0.739473613901004
Gstm4	16.6963392970645	-0.302006178924736	0.329968740346275	-0.915256937999053	0.36005675985115	0.73987011328459
Accs	61.4639800749351	-0.365909871393275	0.400193253816841	-0.914332932660439	0.360541930947179	0.74057261491853
Prep	469.894166723701	0.195061844324547	0.213328690211005	0.914372296251434	0.360521253789479	0.74057261491853
Foxk2	506.52641734653	0.19001302330087	0.207967611122842	0.913666422742309	0.360892152498961	0.741044799050912
Selk	656.930662864606	0.198086244800038	0.216836987863992	0.913526085892158	0.360965920510852	0.741044799050912
Ubtd1	101.287510653082	-0.342387028242104	0.374813581419661	-0.913486184105879	0.360986896596492	0.741044799050912
Lrp8	12.5658019954559	0.322927906717339	0.353640799157156	0.913152293194068	0.361162450644092	0.741257960654752
Gm5134	56.0521173635479	-0.369311008381224	0.404745209466646	-0.912453068605518	0.361530264236418	0.741423970465797
Heatr6	332.087082760385	-0.24161916727318	0.264798572904339	-0.912464008484165	0.361524507716799	0.741423970465797
M6pr	1107.51419566742	-0.163018645888639	0.178636909596324	-0.912569783350049	0.361468852376616	0.741423970465797
Nup160	160.02066586022	-0.28666753714375	0.314145703400451	-0.912530504287452	0.361489519131881	0.741423970465797
Bmyc	851.51629309438	-0.226732913668652	0.248546936197156	-0.912233790276131	0.361645659719711	0.741513497096396
Alkbh4	185.496249543519	-0.274290986022177	0.300852776793037	-0.911711664908006	0.361920521744956	0.741763758512591
Epc1	350.304482587445	0.265426949594078	0.291155529602333	0.911632864938558	0.361962015714195	0.741763758512591
Gorasp1	53.2115797791064	-0.368140860597046	0.403843449990938	-0.911592996259584	0.361983010636369	0.741763758512591
Ly75	8.15324950006365	0.274645578995106	0.301365205030047	0.911338052339927	0.36211728262974	0.74189182026977
3110082I17Rik	29.2293365578198	-0.363178123376078	0.39862209822696	-0.91108376828948	0.3622512381674	0.742019183055538
Nr2f6	110.462504118649	-0.297946474531673	0.327184801761108	-0.910636658328696	0.36248684867344	0.742354679589592
Lyrm5	70.0801560118231	-0.357639330104336	0.393127867367613	-0.909727749648205	0.362966105893357	0.742894588220542
Pvrl1	23.936074604588	0.365438087809301	0.401661085558282	0.909817009784174	0.362919022482007	0.742894588220542
Zdhhc21	69.6262063879276	0.352629771025323	0.387588279855158	0.90980504146591	0.362925335372229	0.742894588220542
Spryd4	61.6736486977294	0.356822515078026	0.392418013417779	0.909291884871104	0.363196073082563	0.74321809767994
Sema4f	15.735424654059	0.304667229701882	0.335208521476184	0.908888677293152	0.363408891135203	0.743506393264739
Kif18a	33.0318752493378	0.367208993207296	0.404113189944465	0.908678564185839	0.363519822403429	0.743586163538856
Oat	863.069881891304	0.167415849130853	0.184317070662157	0.908303547411064	0.363717868814941	0.743696912378086
Zfp444	203.585425791659	0.271325386005912	0.298698127300154	0.908359849652702	0.363688131288631	0.743696912378086
Jagn1	390.146310658142	0.249160557677485	0.274433255873489	0.907909491087135	0.363926042712066	0.74382827318013
Yeats2	254.881031103506	0.260039092649558	0.286404796772097	0.907942519051035	0.363908591686379	0.74382827318013
2810008M24Rik	198.989402585654	0.306243121198649	0.337599922649719	0.907118457833284	0.364344158267609	0.744161114794431
Polr2e	1008.34265930495	-0.214400913370569	0.236380412518786	-0.907016410903039	0.364398118956067	0.744161114794431
